Source,Target
plate,European Sculpture and Decorative Arts
drawing,Drawings and Prints
ornament & architecture,Drawings and Prints
fan,European Sculpture and Decorative Arts
photograph,Photographs
negative,Photographs
print,Drawings and Prints
scarab,Egyptian Art
female golden horus,Egyptian Art
simple back,Egyptian Art
stamnos fragments,Greek and Roman Art
knife handle (kozuka),Arms and Armor
lamp,Medieval Art
kylix or skyphos fragment?,Greek and Roman Art
rubbing,Asian Art
polaroid,Photographs
border,European Sculpture and Decorative Arts
hanging,Asian Art
piece,European Sculpture and Decorative Arts
print,Asian Art
print,Drawings and Prints
print,Drawings and Prints
ephemera,Drawings and Prints
print,Drawings and Prints
coin,Islamic Art
drawing,Modern and Contemporary Art
amulet,Egyptian Art
strainer spoon,European Sculpture and Decorative Arts
figure,Asian Art
teabowl and saucer,European Sculpture and Decorative Arts
mask,"Arts of Africa, Oceania, and the Americas"
cylinder seal inscribed khakaure,Egyptian Art
armorial tondo,European Sculpture and Decorative Arts
kylix fragment,Greek and Roman Art
piece,Asian Art
postcard,Photographs
photograph,Drawings and Prints
statuette,Asian Art
dish,The American Wing
painting,European Paintings
bowl with birds,Greek and Roman Art
negative,Photographs
ornament,"Arts of Africa, Oceania, and the Americas"
painting,European Paintings
dinner dress,Costume Institute
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
pair of plaques,Greek and Roman Art
drawing,Drawings and Prints
print,Drawings and Prints
vase fragment,Greek and Roman Art
print,Drawings and Prints
drawing,Drawings and Prints
ornament & architecture,Drawings and Prints
photograph,Drawings and Prints
print,Drawings and Prints
kylix fragment,Greek and Roman Art
panel,Islamic Art
intaglio,European Sculpture and Decorative Arts
suit,Costume Institute
book,Drawings and Prints
photograph,Drawings and Prints
armchair,European Sculpture and Decorative Arts
beaker,European Sculpture and Decorative Arts
print,Drawings and Prints
poster,Drawings and Prints
piece,Asian Art
print,Drawings and Prints
print,Drawings and Prints
photograph,Drawings and Prints
print,Drawings and Prints
cylinder seal,Ancient Near Eastern Art
piece,European Sculpture and Decorative Arts
negative,Photographs
print,Drawings and Prints
drawing,Drawings and Prints
textile piece,Modern and Contemporary Art
fragment,Medieval Art
evening gloves,Costume Institute
hanging scroll,Asian Art
wrap skirt,Costume Institute
photograph,Photographs
cape,Costume Institute
amulet,Islamic Art
pendant,"Arts of Africa, Oceania, and the Americas"
print,Drawings and Prints
print,Drawings and Prints
cap,Costume Institute
cone,Egyptian Art
bear figure,"Arts of Africa, Oceania, and the Americas"
print,Drawings and Prints
print,Drawings and Prints
lekythos,Greek and Roman Art
kylix fragments,Greek and Roman Art
print,Drawings and Prints
block,Drawings and Prints
necklace,Costume Institute
print,Drawings and Prints
skyphos fragment,Greek and Roman Art
print,Drawings and Prints
dress,Costume Institute
edging,European Sculpture and Decorative Arts
gloves,Costume Institute
toy,European Sculpture and Decorative Arts
drawing ornament & architecture,Drawings and Prints
ring,"Arts of Africa, Oceania, and the Americas"
ointment jar,Egyptian Art
photograph,Drawings and Prints
jar label,Egyptian Art
photograph,Drawings and Prints
hanging scroll,Asian Art
book,Drawings and Prints
print,Drawings and Prints
scarab,Egyptian Art
fan,Costume Institute
shoes,Costume Institute
ensemble,Costume Institute
negative,Photographs
column capital,Egyptian Art
ring,Asian Art
drawing,Drawings and Prints
baseball,Drawings and Prints
drawing,Drawings and Prints
ornament & architecture,Drawings and Prints
piece,Asian Art
print,Drawings and Prints
photograph,Photographs
boa,Costume Institute
print,Drawings and Prints
ostrakon,Medieval Art
drawing,Drawings and Prints
print,Drawings and Prints
dagger and scabbard,Islamic Art
drawing,Modern and Contemporary Art
valentine,Drawings and Prints
piece,European Sculpture and Decorative Arts
dish,Medieval Art
photograph,Photographs
kylix,Greek and Roman Art
bottles,European Sculpture and Decorative Arts
drawing,Modern and Contemporary Art
statuette of aphrodite anadyomene,Greek and Roman Art
female figure,"Arts of Africa, Oceania, and the Americas"
print,Drawings and Prints
knocker,The American Wing
sword guard (tsuba),Arms and Armor
blade,"Arts of Africa, Oceania, and the Americas"
dress,Costume Institute
print,Drawings and Prints
drawing,Modern and Contemporary Art
groat,European Sculpture and Decorative Arts
earrings,Egyptian Art
print,Drawings and Prints
finger bowl,The American Wing
tea jar,Asian Art
situla,The Cloisters
print,Drawings and Prints
cover,Islamic Art
print,Drawings and Prints
print,Drawings and Prints
photograph,Photographs
wedding nightgown,Costume Institute
dress,Costume Institute
print,Drawings and Prints
statuette of an actor,Greek and Roman Art
drawing,Drawings and Prints
ornament & architecture,Drawings and Prints
drawing,Drawings and Prints
drawing,Drawings and Prints
ornament & architecture,Drawings and Prints
figure,"Arts of Africa, Oceania, and the Americas"
stereograph,Photographs
photograph,Photographs
pendant,Egyptian Art
print,Drawings and Prints
drawing,Drawings and Prints
votive,Egyptian Art
photograph,Drawings and Prints
print,Drawings and Prints
photograph,Photographs
print,Drawings and Prints
plate,Asian Art
tintype,Photographs
ensemble,Costume Institute
books prints ornament & architecture,Drawings and Prints
evening dress,Costume Institute
hanging scroll,Asian Art
border,European Sculpture and Decorative Arts
negative,Photographs
print,Drawings and Prints
baseball card,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
blouse,Costume Institute
solidus,Medieval Art
print,Drawings and Prints
strip,European Sculpture and Decorative Arts
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
print,Asian Art
nose ring,Islamic Art
print ornament & architecture,Drawings and Prints
photomechanical print,Photographs
coffee service,European Sculpture and Decorative Arts
ornament,Asian Art
bowl,Greek and Roman Art
chandelier,The American Wing
harness pendant,Arms and Armor
sarcophagus fragment,Egyptian Art
skyphos fragment,Greek and Roman Art
figure,European Sculpture and Decorative Arts
relief fragment,Egyptian Art
drawing,Drawings and Prints
snuffbox,European Sculpture and Decorative Arts
chutes,European Sculpture and Decorative Arts
print,Drawings and Prints
coin,Egyptian Art
drawing,Drawings and Prints
tile fragment,Egyptian Art
print,Drawings and Prints
album,Drawings and Prints
bowl,Greek and Roman Art
watercolor,The American Wing
rattle,"Arts of Africa, Oceania, and the Americas"
ring,European Sculpture and Decorative Arts
pendant with ball,Greek and Roman Art
print,Drawings and Prints
piece,Asian Art
badge or harness pendant,Arms and Armor
dish,European Sculpture and Decorative Arts
baseball card,Drawings and Prints
ornament,Asian Art
spindle,"Arts of Africa, Oceania, and the Americas"
book,Drawings and Prints
lekythos fragment,Greek and Roman Art
print,Drawings and Prints
fete,Drawings and Prints
ornament & architecture,Drawings and Prints
cache-sexe,"Arts of Africa, Oceania, and the Americas"
kylix fragment,Greek and Roman Art
juglet,Greek and Roman Art
drawing,The American Wing
edging,European Sculpture and Decorative Arts
print,Drawings and Prints
print,Drawings and Prints
bottle,"Arts of Africa, Oceania, and the Americas"
book,Drawings and Prints
woodblock print,Asian Art
print,Drawings and Prints
drawing,Drawings and Prints
bottle,Greek and Roman Art
relief,Egyptian Art
portfolio,Drawings and Prints
wallpaper,Drawings and Prints
kylix fragment,Greek and Roman Art
print,Drawings and Prints
photograph,Drawings and Prints
sampler,European Sculpture and Decorative Arts
sealing,Egyptian Art
piece,European Sculpture and Decorative Arts
lid,Greek and Roman Art
print collection ornament & architecture,Drawings and Prints
carte-de-visite,Photographs
print,Drawings and Prints
print,Drawings and Prints
fragment,Asian Art
plaque,"Arts of Africa, Oceania, and the Americas"
print,Drawings and Prints
game piece,Egyptian Art
fragment,Medieval Art
print,Drawings and Prints
cassone,European Sculpture and Decorative Arts
photograph,Photographs
panel,"Arts of Africa, Oceania, and the Americas"
book,Drawings and Prints
print,Drawings and Prints
drawings,Modern and Contemporary Art
gauntlet sword (pata),Arms and Armor
print,Drawings and Prints
book,Drawings and Prints
painting,The American Wing
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
seal-amulet,Egyptian Art
ensemble,Costume Institute
medal,European Sculpture and Decorative Arts
photograph,Photographs
lectern,The Cloisters
border,European Sculpture and Decorative Arts
ceremonial fan,Arms and Armor
jar,Asian Art
curtains,The American Wing
photograph,Photographs
print,Drawings and Prints
photograph,Photographs
jade carving material,Asian Art
print,Drawings and Prints
figure,Asian Art
half mask with gorget (menpō),Arms and Armor
print,Drawings and Prints
photograph,Photographs
drawing ornament & architecture,Drawings and Prints
print,Drawings and Prints
lamp,Greek and Roman Art
carte-de-visite,Photographs
carte-de-visite,Photographs
panel,Islamic Art
coffeepot,European Sculpture and Decorative Arts
flounce,European Sculpture and Decorative Arts
book,Drawings and Prints
fragment,Medieval Art
square,European Sculpture and Decorative Arts
jacket,Costume Institute
sampler,European Sculpture and Decorative Arts
photograph,Asian Art
case for sword guard,Asian Art
drawing,The American Wing
painting,The American Wing
drawing,Drawings and Prints
perfume bottle,Greek and Roman Art
plate,The American Wing
print,Drawings and Prints
tobacco box,European Sculpture and Decorative Arts
drawing,Drawings and Prints
sampler,The American Wing
negative,Photographs
brooch,Medieval Art
book,Drawings and Prints
periodical,Drawings and Prints
binding,Drawings and Prints
spoon,European Sculpture and Decorative Arts
coffeepot,European Sculpture and Decorative Arts
print,Drawings and Prints
drawing,Modern and Contemporary Art
wine glass,The American Wing
bottle,Greek and Roman Art
print,Drawings and Prints
relief fragment,Egyptian Art
books prints ornament & architecture,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
nail fragment,Egyptian Art
print,Drawings and Prints
print,Drawings and Prints
kohl jar,Egyptian Art
print,Drawings and Prints
drawing,Modern and Contemporary Art
pin head,Ancient Near Eastern Art
carte-de-visite,Photographs
book,Drawings and Prints
roundel,The Cloisters
print,Drawings and Prints
print,Drawings and Prints
tile,European Sculpture and Decorative Arts
glass plate negative,Photographs
drawing ornament & architecture,Drawings and Prints
print,Drawings and Prints
souvenir spoon,European Sculpture and Decorative Arts
piece,European Sculpture and Decorative Arts
purse,Costume Institute
earring,Asian Art
kylix fragment,Greek and Roman Art
book,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
print,Modern and Contemporary Art
photograph,Photographs
pumps,Costume Institute
print,Drawings and Prints
plate,Asian Art
ensemble,Costume Institute
knife handle (kozuka),Arms and Armor
print,Drawings and Prints
photograph,Photographs
woodblock print,Asian Art
sword pommel,Arms and Armor
print,Drawings and Prints
aryballos,Greek and Roman Art
print,Drawings and Prints
necktie,Costume Institute
print,Drawings and Prints
salt,The American Wing
photograph,Photographs
fragment,Islamic Art
music,Egyptian Art
piece,European Sculpture and Decorative Arts
print,Drawings and Prints
head of a baby,Greek and Roman Art
books,Photographs
sculpture,Modern and Contemporary Art
evening dress,Costume Institute
kylix fragment,Greek and Roman Art
cord,European Sculpture and Decorative Arts
decorative paper,Drawings and Prints
portfolio prints ornament & architecture,Drawings and Prints
drawing,Drawings and Prints
relief,Ancient Near Eastern Art
print,Drawings and Prints
"ornament & architecture
print
ornament & architecture",Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
photograph,Photographs
lingerie,Costume Institute
print ornament & architecture,Drawings and Prints
fragment of a book cover,Islamic Art
photographs ornament & architecture,Drawings and Prints
candlestick,The American Wing
book,Drawings and Prints
boxing,Drawings and Prints
dress,Costume Institute
fragment,Islamic Art
fragment,Islamic Art
vase,Egyptian Art
rubbing,Drawings and Prints
embroidered picture,European Sculpture and Decorative Arts
hurricane shade,The American Wing
print,Drawings and Prints
football card,Drawings and Prints
textile sample,Modern and Contemporary Art
pot,Asian Art
piece,European Sculpture and Decorative Arts
guitar,Musical Instruments
painting,Modern and Contemporary Art
print,Drawings and Prints
flagon,European Sculpture and Decorative Arts
print,Drawings and Prints
woodblock print (nishiki-e),Asian Art
photograph,Photographs
print,Drawings and Prints
